respondent_id,scenario_id,question,option_index,weight
h25,mac_3,judgment,0,0.2177
h25,mac_3,judgment,1,0.2419
h25,mac_3,judgment,2,0.5403
h25,mac_3,judgment,3,0.0
h25,mac_3,reasoning,0,0.3137
h25,mac_3,reasoning,1,0.2647
h25,mac_3,reasoning,2,0.4216
h25,mac_3,reasoning,3,0.0
h25,auth_1,judgment,0,0.1304
h25,auth_1,judgment,1,0.0
h25,auth_1,judgment,2,0.8696
h25,auth_1,judgment,3,0.0
h25,auth_1,reasoning,0,0.1296
h25,auth_1,reasoning,1,0.1235
h25,auth_1,reasoning,2,0.6173
h25,auth_1,reasoning,3,0.1296
h25,auth_1,reasoning,4,0.0
h26,scope_1,judgment,0,0.0
h26,scope_1,judgment,1,0.5
h26,scope_1,judgment,2,0.5
h26,scope_1,judgment,3,0.0
h26,scope_1,reasoning,0,0.0
h26,scope_1,reasoning,1,0.3333
h26,scope_1,reasoning,2,0.3333
h26,scope_1,reasoning,3,0.3333
h26,scope_1,reasoning,4,0.0
h26,domain_1,judgment,0,0.0
h26,domain_1,judgment,1,0.5435
h26,domain_1,judgment,2,0.4565
h26,domain_1,judgment,3,0.0
h26,domain_1,reasoning,0,0.0
h26,domain_1,reasoning,1,0.547
h26,domain_1,reasoning,2,0.453
h26,domain_1,reasoning,3,0.0
h26,auth_2,judgment,0,0.0
h26,auth_2,judgment,1,0.5
h26,auth_2,judgment,2,0.5
h26,auth_2,judgment,3,0.0
h26,auth_2,reasoning,0,0.0
h26,auth_2,reasoning,1,0.4904
h26,auth_2,reasoning,2,0.0064
h26,auth_2,reasoning,3,0.5032
h26,auth_2,reasoning,4,0.0
h26,mac_2,judgment,0,0.0
h26,mac_2,judgment,1,0.4152
h26,mac_2,judgment,2,0.5848
h26,mac_2,judgment,3,0.0
h26,mac_2,reasoning,0,0.2879
h26,mac_2,reasoning,1,0.3788
h26,mac_2,reasoning,2,0.3333
h26,mac_2,reasoning,3,0.0
h27,domain_2,judgment,0,0.0909
h27,domain_2,judgment,1,0.3523
h27,domain_2,judgment,2,0.5568
h27,domain_2,judgment,3,0.0
h27,domain_2,reasoning,0,0.1905
h27,domain_2,reasoning,1,0.3968
h27,domain_2,reasoning,2,0.4127
h27,domain_2,reasoning,3,0.0
h27,scope_1,judgment,0,0.0
h27,scope_1,judgment,1,0.6757
h27,scope_1,judgment,2,0.3243
h27,scope_1,judgment,3,0.0
h27,scope_1,reasoning,0,0.0766
h27,scope_1,reasoning,1,0.3306
h27,scope_1,reasoning,2,0.3145
h27,scope_1,reasoning,3,0.2782
h27,scope_1,reasoning,4,0.0
h27,auth_3,judgment,0,0.3738
h27,auth_3,judgment,1,0.1408
h27,auth_3,judgment,2,0.4854
h27,auth_3,judgment,3,0.0
h27,auth_3,reasoning,0,0.3768
h27,auth_3,reasoning,1,0.2995
h27,auth_3,reasoning,2,0.3237
h27,auth_3,reasoning,3,0.0
h27,mac_1,judgment,0,0.3981
h27,mac_1,judgment,1,0.3689
h27,mac_1,judgment,2,0.233
h27,mac_1,judgment,3,0.0
h27,mac_1,reasoning,0,0.2632
h27,mac_1,reasoning,1,0.4008
h27,mac_1,reasoning,2,0.336
h27,mac_1,reasoning,3,0.0
h28,auth_3,judgment,0,0.3259
h28,auth_3,judgment,1,0.3259
h28,auth_3,judgment,2,0.3481
h28,auth_3,judgment,3,0.0
h28,auth_3,reasoning,0,0.0
h28,auth_3,reasoning,1,0.0
h28,auth_3,reasoning,2,1.0
h28,auth_3,reasoning,3,0.0
h28,mac_1,judgment,0,0.0196
h28,mac_1,judgment,1,0.0
h28,mac_1,judgment,2,0.0
h28,mac_1,judgment,3,0.9804
h28,mac_1,reasoning,0,0.0
h28,mac_1,reasoning,1,0.9412
h28,mac_1,reasoning,2,0.0588
h28,mac_1,reasoning,3,0.0
h28,domain_1,judgment,0,0.0
h28,domain_1,judgment,1,0.0
h28,domain_1,judgment,2,0.0
h28,domain_1,judgment,3,1.0
h28,domain_1,reasoning,0,0.0
h28,domain_1,reasoning,1,0.0
h28,domain_1,reasoning,2,0.0
h28,domain_1,reasoning,3,1.0
h28,scope_3,judgment,0,0.5556
h28,scope_3,judgment,1,0.2778
h28,scope_3,judgment,2,0.1667
h28,scope_3,judgment,3,0.0
h28,scope_3,reasoning,0,0.0
h28,scope_3,reasoning,1,0.0
h28,scope_3,reasoning,2,0.0
h28,scope_3,reasoning,3,1.0
h29,scope_1,judgment,0,0.0
h29,scope_1,judgment,1,1.0
h29,scope_1,judgment,2,0.0
h29,scope_1,judgment,3,0.0
h29,scope_1,reasoning,0,0.806
h29,scope_1,reasoning,1,0.194
h29,scope_1,reasoning,2,0.0
h29,scope_1,reasoning,3,0.0
h29,scope_1,reasoning,4,0.0
h29,domain_1,judgment,0,0.0
h29,domain_1,judgment,1,0.0
h29,domain_1,judgment,2,1.0
h29,domain_1,judgment,3,0.0
h29,domain_1,reasoning,0,0.0
h29,domain_1,reasoning,1,0.0
h29,domain_1,reasoning,2,1.0
h29,domain_1,reasoning,3,0.0
h29,auth_1,judgment,0,0.0
h29,auth_1,judgment,1,0.0
h29,auth_1,judgment,2,1.0
h29,auth_1,judgment,3,0.0
h29,auth_1,reasoning,0,0.0
h29,auth_1,reasoning,1,0.0
h29,auth_1,reasoning,2,1.0
h29,auth_1,reasoning,3,0.0
h29,auth_1,reasoning,4,0.0
h29,mac_2,judgment,0,0.0
h29,mac_2,judgment,1,1.0
h29,mac_2,judgment,2,0.0
h29,mac_2,judgment,3,0.0
h29,mac_2,reasoning,0,0.0
h29,mac_2,reasoning,1,1.0
h29,mac_2,reasoning,2,0.0
h29,mac_2,reasoning,3,0.0
h30,scope_3,judgment,0,0.0
h30,scope_3,judgment,1,0.5566
h30,scope_3,judgment,2,0.4434
h30,scope_3,judgment,3,0.0
h30,scope_3,reasoning,0,0.0
h30,scope_3,reasoning,1,0.0
h30,scope_3,reasoning,2,1.0
h30,scope_3,reasoning,3,0.0
h30,auth_1,judgment,0,0.6098
h30,auth_1,judgment,1,0.0
h30,auth_1,judgment,2,0.3902
h30,auth_1,judgment,3,0.0
h30,auth_1,reasoning,0,0.5495
h30,auth_1,reasoning,1,0.0
h30,auth_1,reasoning,2,0.4505
h30,auth_1,reasoning,3,0.0
h30,auth_1,reasoning,4,0.0
h30,domain_1,judgment,0,0.0
h30,domain_1,judgment,1,0.449
h30,domain_1,judgment,2,0.551
h30,domain_1,judgment,3,0.0
h30,domain_1,reasoning,0,0.0
h30,domain_1,reasoning,1,0.0
h30,domain_1,reasoning,2,1.0
h30,domain_1,reasoning,3,0.0
h30,mac_1,judgment,0,0.0
h30,mac_1,judgment,1,0.5271
h30,mac_1,judgment,2,0.4729
h30,mac_1,judgment,3,0.0
h30,mac_1,reasoning,0,0.0
h30,mac_1,reasoning,1,1.0
h30,mac_1,reasoning,2,0.0
h30,mac_1,reasoning,3,0.0
h31,auth_2,judgment,0,0.6364
h31,auth_2,judgment,1,0.2424
h31,auth_2,judgment,2,0.1212
h31,auth_2,judgment,3,0.0
h31,auth_2,reasoning,0,0.3827
h31,auth_2,reasoning,1,0.358
h31,auth_2,reasoning,2,0.1914
h31,auth_2,reasoning,3,0.0679
h31,auth_2,reasoning,4,0.0
h31,domain_2,judgment,0,0.0299
h31,domain_2,judgment,1,0.4851
h31,domain_2,judgment,2,0.4851
h31,domain_2,judgment,3,0.0
h31,domain_2,reasoning,0,0.1974
h31,domain_2,reasoning,1,0.3991
h31,domain_2,reasoning,2,0.4034
h31,domain_2,reasoning,3,0.0
h31,mac_2,judgment,0,0.1422
h31,mac_2,judgment,1,0.3676
h31,mac_2,judgment,2,0.4902
h31,mac_2,judgment,3,0.0
h31,mac_2,reasoning,0,0.1562
h31,mac_2,reasoning,1,0.3229
h31,mac_2,reasoning,2,0.5208
h31,mac_2,reasoning,3,0.0
h31,scope_3,judgment,0,0.0206
h31,scope_3,judgment,1,0.567
h31,scope_3,judgment,2,0.4124
h31,scope_3,judgment,3,0.0
h31,scope_3,reasoning,0,0.0
h31,scope_3,reasoning,1,0.3894
h31,scope_3,reasoning,2,0.6106
h31,scope_3,reasoning,3,0.0
h32,auth_2,judgment,0,0.5944
h32,auth_2,judgment,1,0.0699
h32,auth_2,judgment,2,0.3357
h32,auth_2,judgment,3,0.0
h32,auth_2,reasoning,0,0.4902
h32,auth_2,reasoning,1,0.0
h32,auth_2,reasoning,2,0.3578
h32,auth_2,reasoning,3,0.152
h32,auth_2,reasoning,4,0.0
h32,mac_1,judgment,0,0.2366
h32,mac_1,judgment,1,0.3973
h32,mac_1,judgment,2,0.3661
h32,mac_1,judgment,3,0.0
h32,mac_1,reasoning,0,0.5319
h32,mac_1,reasoning,1,0.4681
h32,mac_1,reasoning,2,0.0
h32,mac_1,reasoning,3,0.0
h32,domain_2,judgment,0,0.0
h32,domain_2,judgment,1,0.5
h32,domain_2,judgment,2,0.5
h32,domain_2,judgment,3,0.0
h32,domain_2,reasoning,0,0.0
h32,domain_2,reasoning,1,0.5
h32,domain_2,reasoning,2,0.5
h32,domain_2,reasoning,3,0.0
h32,scope_2,judgment,0,0.1395
h32,scope_2,judgment,1,0.5
h32,scope_2,judgment,2,0.3605
h32,scope_2,judgment,3,0.0
h32,scope_2,reasoning,0,0.2756
h32,scope_2,reasoning,1,0.3307
h32,scope_2,reasoning,2,0.3937
h32,scope_2,reasoning,3,0.0
h33,domain_3,judgment,0,0.1726
h33,domain_3,judgment,1,0.494
h33,domain_3,judgment,2,0.3333
h33,domain_3,judgment,3,0.0
h33,domain_3,reasoning,0,0.1806
h33,domain_3,reasoning,1,0.4968
h33,domain_3,reasoning,2,0.3226
h33,domain_3,reasoning,3,0.0
h33,auth_1,judgment,0,0.0515
h33,auth_1,judgment,1,0.6471
h33,auth_1,judgment,2,0.3015
h33,auth_1,judgment,3,0.0
h33,auth_1,reasoning,0,0.1156
h33,auth_1,reasoning,1,0.4422
h33,auth_1,reasoning,2,0.1809
h33,auth_1,reasoning,3,0.2613
h33,auth_1,reasoning,4,0.0
h33,scope_1,judgment,0,0.0
h33,scope_1,judgment,1,0.5
h33,scope_1,judgment,2,0.5
h33,scope_1,judgment,3,0.0
h33,scope_1,reasoning,0,0.0
h33,scope_1,reasoning,1,0.3663
h33,scope_1,reasoning,2,0.3663
h33,scope_1,reasoning,3,0.2674
h33,scope_1,reasoning,4,0.0
h33,mac_1,judgment,0,0.3693
h33,mac_1,judgment,1,0.0625
h33,mac_1,judgment,2,0.5682
h33,mac_1,judgment,3,0.0
h33,mac_1,reasoning,0,0.403
h33,mac_1,reasoning,1,0.597
h33,mac_1,reasoning,2,0.0
h33,mac_1,reasoning,3,0.0
h34,domain_1,judgment,0,0.0
h34,domain_1,judgment,1,0.0
h34,domain_1,judgment,2,1.0
h34,domain_1,judgment,3,0.0
h34,domain_1,reasoning,0,0.0
h34,domain_1,reasoning,1,0.0
h34,domain_1,reasoning,2,1.0
h34,domain_1,reasoning,3,0.0
h34,mac_3,judgment,0,0.0
h34,mac_3,judgment,1,1.0
h34,mac_3,judgment,2,0.0
h34,mac_3,judgment,3,0.0
h34,mac_3,reasoning,0,0.0
h34,mac_3,reasoning,1,0.0
h34,mac_3,reasoning,2,1.0
h34,mac_3,reasoning,3,0.0
h34,auth_2,judgment,0,0.0
h34,auth_2,judgment,1,0.0
h34,auth_2,judgment,2,1.0
h34,auth_2,judgment,3,0.0
h34,auth_2,reasoning,0,0.0
h34,auth_2,reasoning,1,0.0
h34,auth_2,reasoning,2,1.0
h34,auth_2,reasoning,3,0.0
h34,auth_2,reasoning,4,0.0
h34,scope_1,judgment,0,0.0
h34,scope_1,judgment,1,1.0
h34,scope_1,judgment,2,0.0
h34,scope_1,judgment,3,0.0
h34,scope_1,reasoning,0,0.0
h34,scope_1,reasoning,1,0.0
h34,scope_1,reasoning,2,0.0
h34,scope_1,reasoning,3,1.0
h34,scope_1,reasoning,4,0.0
h35,auth_1,judgment,0,0.4016
h35,auth_1,judgment,1,0.1968
h35,auth_1,judgment,2,0.4016
h35,auth_1,judgment,3,0.0
h35,auth_1,reasoning,0,0.4367
h35,auth_1,reasoning,1,0.1266
h35,auth_1,reasoning,2,0.4367
h35,auth_1,reasoning,3,0.0
h35,auth_1,reasoning,4,0.0
h35,domain_1,judgment,0,0.0
h35,domain_1,judgment,1,0.5
h35,domain_1,judgment,2,0.5
h35,domain_1,judgment,3,0.0
h35,domain_1,reasoning,0,0.0
h35,domain_1,reasoning,1,0.5
h35,domain_1,reasoning,2,0.5
h35,domain_1,reasoning,3,0.0
h35,scope_2,judgment,0,0.0
h35,scope_2,judgment,1,1.0
h35,scope_2,judgment,2,0.0
h35,scope_2,judgment,3,0.0
h35,scope_2,reasoning,0,0.0
h35,scope_2,reasoning,1,1.0
h35,scope_2,reasoning,2,0.0
h35,scope_2,reasoning,3,0.0
h35,mac_3,judgment,0,0.0
h35,mac_3,judgment,1,1.0
h35,mac_3,judgment,2,0.0
h35,mac_3,judgment,3,0.0
h35,mac_3,reasoning,0,0.0
h35,mac_3,reasoning,1,1.0
h35,mac_3,reasoning,2,0.0
h35,mac_3,reasoning,3,0.0
h36,scope_2,judgment,0,0.3143
h36,scope_2,judgment,1,0.0
h36,scope_2,judgment,2,0.6857
h36,scope_2,judgment,3,0.0
h36,scope_2,reasoning,0,0.0
h36,scope_2,reasoning,1,0.0
h36,scope_2,reasoning,2,1.0
h36,scope_2,reasoning,3,0.0
h36,domain_1,judgment,0,0.0
h36,domain_1,judgment,1,0.495
h36,domain_1,judgment,2,0.505
h36,domain_1,judgment,3,0.0
h36,domain_1,reasoning,0,0.0
h36,domain_1,reasoning,1,0.575
h36,domain_1,reasoning,2,0.425
h36,domain_1,reasoning,3,0.0
h36,mac_2,judgment,0,0.0
h36,mac_2,judgment,1,0.0
h36,mac_2,judgment,2,1.0
h36,mac_2,judgment,3,0.0
h36,mac_2,reasoning,0,0.0
h36,mac_2,reasoning,1,0.0
h36,mac_2,reasoning,2,1.0
h36,mac_2,reasoning,3,0.0
h36,auth_2,judgment,0,0.6393
h36,auth_2,judgment,1,0.0
h36,auth_2,judgment,2,0.3607
h36,auth_2,judgment,3,0.0
h36,auth_2,reasoning,0,1.0
h36,auth_2,reasoning,1,0.0
h36,auth_2,reasoning,2,0.0
h36,auth_2,reasoning,3,0.0
h36,auth_2,reasoning,4,0.0
h37,scope_3,judgment,0,0.1183
h37,scope_3,judgment,1,0.355
h37,scope_3,judgment,2,0.5266
h37,scope_3,judgment,3,0.0
h37,scope_3,reasoning,0,0.0
h37,scope_3,reasoning,1,0.5257
h37,scope_3,reasoning,2,0.4743
h37,scope_3,reasoning,3,0.0
h37,domain_3,judgment,0,0.0165
h37,domain_3,judgment,1,0.4945
h37,domain_3,judgment,2,0.489
h37,domain_3,judgment,3,0.0
h37,domain_3,reasoning,0,0.0
h37,domain_3,reasoning,1,0.4724
h37,domain_3,reasoning,2,0.5276
h37,domain_3,reasoning,3,0.0
h37,auth_3,judgment,0,0.4329
h37,auth_3,judgment,1,0.1342
h37,auth_3,judgment,2,0.4329
h37,auth_3,judgment,3,0.0
h37,auth_3,reasoning,0,0.4386
h37,auth_3,reasoning,1,0.1228
h37,auth_3,reasoning,2,0.4386
h37,auth_3,reasoning,3,0.0
h37,mac_1,judgment,0,0.1978
h37,mac_1,judgment,1,0.5275
h37,mac_1,judgment,2,0.2747
h37,mac_1,judgment,3,0.0
h37,mac_1,reasoning,0,0.0963
h37,mac_1,reasoning,1,0.3556
h37,mac_1,reasoning,2,0.5481
h37,mac_1,reasoning,3,0.0
h38,mac_2,judgment,0,0.0
h38,mac_2,judgment,1,0.1277
h38,mac_2,judgment,2,0.8723
h38,mac_2,judgment,3,0.0
h38,mac_2,reasoning,0,0.2791
h38,mac_2,reasoning,1,0.1318
h38,mac_2,reasoning,2,0.5891
h38,mac_2,reasoning,3,0.0
h38,domain_1,judgment,0,0.0328
h38,domain_1,judgment,1,0.3525
h38,domain_1,judgment,2,0.6148
h38,domain_1,judgment,3,0.0
h38,domain_1,reasoning,0,0.1786
h38,domain_1,reasoning,1,0.4464
h38,domain_1,reasoning,2,0.375
h38,domain_1,reasoning,3,0.0
h38,auth_2,judgment,0,0.63
h38,auth_2,judgment,1,0.29
h38,auth_2,judgment,2,0.08
h38,auth_2,judgment,3,0.0
h38,auth_2,reasoning,0,0.4167
h38,auth_2,reasoning,1,0.0833
h38,auth_2,reasoning,2,0.0667
h38,auth_2,reasoning,3,0.4333
h38,auth_2,reasoning,4,0.0
h38,scope_1,judgment,0,0.12
h38,scope_1,judgment,1,0.83
h38,scope_1,judgment,2,0.05
h38,scope_1,judgment,3,0.0
h38,scope_1,reasoning,0,0.156
h38,scope_1,reasoning,1,0.2752
h38,scope_1,reasoning,2,0.1927
h38,scope_1,reasoning,3,0.3761
h38,scope_1,reasoning,4,0.0
h39,mac_1,judgment,0,0.4459
h39,mac_1,judgment,1,0.3694
h39,mac_1,judgment,2,0.1847
h39,mac_1,judgment,3,0.0
h39,mac_1,reasoning,0,0.4
h39,mac_1,reasoning,1,0.4
h39,mac_1,reasoning,2,0.2
h39,mac_1,reasoning,3,0.0
h39,domain_1,judgment,0,0.3023
h39,domain_1,judgment,1,0.1279
h39,domain_1,judgment,2,0.5698
h39,domain_1,judgment,3,0.0
h39,domain_1,reasoning,0,0.2963
h39,domain_1,reasoning,1,0.0617
h39,domain_1,reasoning,2,0.642
h39,domain_1,reasoning,3,0.0
h39,scope_3,judgment,0,0.0706
h39,scope_3,judgment,1,0.6
h39,scope_3,judgment,2,0.3294
h39,scope_3,judgment,3,0.0
h39,scope_3,reasoning,0,0.0842
h39,scope_3,reasoning,1,0.5684
h39,scope_3,reasoning,2,0.3474
h39,scope_3,reasoning,3,0.0
h39,auth_3,judgment,0,0.4031
h39,auth_3,judgment,1,0.2016
h39,auth_3,judgment,2,0.3953
h39,auth_3,judgment,3,0.0
h39,auth_3,reasoning,0,0.4109
h39,auth_3,reasoning,1,0.2525
h39,auth_3,reasoning,2,0.3366
h39,auth_3,reasoning,3,0.0
h40,scope_1,judgment,0,0.0
h40,scope_1,judgment,1,0.5
h40,scope_1,judgment,2,0.5
h40,scope_1,judgment,3,0.0
h40,scope_1,reasoning,0,0.0
h40,scope_1,reasoning,1,0.2491
h40,scope_1,reasoning,2,0.1352
h40,scope_1,reasoning,3,0.2847
h40,scope_1,reasoning,4,0.331
h40,auth_1,judgment,0,0.11
h40,auth_1,judgment,1,0.0
h40,auth_1,judgment,2,0.5
h40,auth_1,judgment,3,0.39
h40,auth_1,reasoning,0,0.0
h40,auth_1,reasoning,1,0.0
h40,auth_1,reasoning,2,0.4753
h40,auth_1,reasoning,3,0.0
h40,auth_1,reasoning,4,0.5247
h40,domain_1,judgment,0,0.0
h40,domain_1,judgment,1,0.7576
h40,domain_1,judgment,2,0.2424
h40,domain_1,judgment,3,0.0
h40,domain_1,reasoning,0,0.0
h40,domain_1,reasoning,1,0.5
h40,domain_1,reasoning,2,0.5
h40,domain_1,reasoning,3,0.0
h40,mac_2,judgment,0,0.0
h40,mac_2,judgment,1,0.0
h40,mac_2,judgment,2,1.0
h40,mac_2,judgment,3,0.0
h40,mac_2,reasoning,0,0.1333
h40,mac_2,reasoning,1,0.3333
h40,mac_2,reasoning,2,0.5333
h40,mac_2,reasoning,3,0.0
h41,mac_2,judgment,0,0.0
h41,mac_2,judgment,1,0.5045
h41,mac_2,judgment,2,0.4955
h41,mac_2,judgment,3,0.0
h41,mac_2,reasoning,0,0.271
h41,mac_2,reasoning,1,0.2804
h41,mac_2,reasoning,2,0.4486
h41,mac_2,reasoning,3,0.0
h41,scope_1,judgment,0,0.0
h41,scope_1,judgment,1,0.5
h41,scope_1,judgment,2,0.5
h41,scope_1,judgment,3,0.0
h41,scope_1,reasoning,0,0.0
h41,scope_1,reasoning,1,0.3717
h41,scope_1,reasoning,2,0.3717
h41,scope_1,reasoning,3,0.2565
h41,scope_1,reasoning,4,0.0
h41,auth_2,judgment,0,0.2549
h41,auth_2,judgment,1,0.2549
h41,auth_2,judgment,2,0.4902
h41,auth_2,judgment,3,0.0
h41,auth_2,reasoning,0,0.1739
h41,auth_2,reasoning,1,0.3623
h41,auth_2,reasoning,2,0.1014
h41,auth_2,reasoning,3,0.3623
h41,auth_2,reasoning,4,0.0
h41,domain_3,judgment,0,0.115
h41,domain_3,judgment,1,0.4425
h41,domain_3,judgment,2,0.4425
h41,domain_3,judgment,3,0.0
h41,domain_3,reasoning,0,0.2381
h41,domain_3,reasoning,1,0.2857
h41,domain_3,reasoning,2,0.4762
h41,domain_3,reasoning,3,0.0
h42,mac_3,judgment,0,0.0
h42,mac_3,judgment,1,0.0566
h42,mac_3,judgment,2,0.0
h42,mac_3,judgment,3,0.9434
h42,mac_3,reasoning,0,0.0
h42,mac_3,reasoning,1,0.0455
h42,mac_3,reasoning,2,0.0455
h42,mac_3,reasoning,3,0.9091
h42,scope_1,judgment,0,0.0
h42,scope_1,judgment,1,0.3333
h42,scope_1,judgment,2,0.3333
h42,scope_1,judgment,3,0.3333
h42,scope_1,reasoning,0,0.0
h42,scope_1,reasoning,1,0.1654
h42,scope_1,reasoning,2,0.3846
h42,scope_1,reasoning,3,0.0654
h42,scope_1,reasoning,4,0.3846
h42,domain_3,judgment,0,0.0
h42,domain_3,judgment,1,0.0
h42,domain_3,judgment,2,0.3197
h42,domain_3,judgment,3,0.6803
h42,domain_3,reasoning,0,0.0
h42,domain_3,reasoning,1,0.0
h42,domain_3,reasoning,2,0.1935
h42,domain_3,reasoning,3,0.8065
h42,auth_2,judgment,0,0.0
h42,auth_2,judgment,1,0.0
h42,auth_2,judgment,2,0.3333
h42,auth_2,judgment,3,0.6667
h42,auth_2,reasoning,0,0.0
h42,auth_2,reasoning,1,0.0
h42,auth_2,reasoning,2,0.0
h42,auth_2,reasoning,3,0.0
h42,auth_2,reasoning,4,1.0
h43,scope_2,judgment,0,0.2024
h43,scope_2,judgment,1,0.2105
h43,scope_2,judgment,2,0.4049
h43,scope_2,judgment,3,0.1822
h43,scope_2,reasoning,0,0.1871
h43,scope_2,reasoning,1,0.1799
h43,scope_2,reasoning,2,0.3597
h43,scope_2,reasoning,3,0.2734
h43,auth_2,judgment,0,0.2459
h43,auth_2,judgment,1,0.082
h43,auth_2,judgment,2,0.6721
h43,auth_2,judgment,3,0.0
h43,auth_2,reasoning,0,0.443
h43,auth_2,reasoning,1,0.4747
h43,auth_2,reasoning,2,0.057
h43,auth_2,reasoning,3,0.0253
h43,auth_2,reasoning,4,0.0
h43,mac_1,judgment,0,0.6897
h43,mac_1,judgment,1,0.3103
h43,mac_1,judgment,2,0.0
h43,mac_1,judgment,3,0.0
h43,mac_1,reasoning,0,0.464
h43,mac_1,reasoning,1,0.432
h43,mac_1,reasoning,2,0.104
h43,mac_1,reasoning,3,0.0
h43,domain_1,judgment,0,0.3145
h43,domain_1,judgment,1,0.1761
h43,domain_1,judgment,2,0.5094
h43,domain_1,judgment,3,0.0
h43,domain_1,reasoning,0,0.2166
h43,domain_1,reasoning,1,0.3226
h43,domain_1,reasoning,2,0.4608
h43,domain_1,reasoning,3,0.0
h44,auth_2,judgment,0,0.4083
h44,auth_2,judgment,1,0.2294
h44,auth_2,judgment,2,0.3624
h44,auth_2,judgment,3,0.0
h44,auth_2,reasoning,0,0.1456
h44,auth_2,reasoning,1,0.2913
h44,auth_2,reasoning,2,0.3981
h44,auth_2,reasoning,3,0.165
h44,auth_2,reasoning,4,0.0
h44,domain_3,judgment,0,0.2736
h44,domain_3,judgment,1,0.2972
h44,domain_3,judgment,2,0.4292
h44,domain_3,judgment,3,0.0
h44,domain_3,reasoning,0,0.4944
h44,domain_3,reasoning,1,0.2247
h44,domain_3,reasoning,2,0.2809
h44,domain_3,reasoning,3,0.0
h44,scope_3,judgment,0,0.327
h44,scope_3,judgment,1,0.2417
h44,scope_3,judgment,2,0.4313
h44,scope_3,judgment,3,0.0
h44,scope_3,reasoning,0,0.3627
h44,scope_3,reasoning,1,0.2402
h44,scope_3,reasoning,2,0.3971
h44,scope_3,reasoning,3,0.0
h44,mac_1,judgment,0,0.5389
h44,mac_1,judgment,1,0.2222
h44,mac_1,judgment,2,0.2389
h44,mac_1,judgment,3,0.0
h44,mac_1,reasoning,0,0.1608
h44,mac_1,reasoning,1,0.397
h44,mac_1,reasoning,2,0.4422
h44,mac_1,reasoning,3,0.0
h45,mac_2,judgment,0,0.0
h45,mac_2,judgment,1,0.6739
h45,mac_2,judgment,2,0.3261
h45,mac_2,judgment,3,0.0
h45,mac_2,reasoning,0,0.0
h45,mac_2,reasoning,1,0.0
h45,mac_2,reasoning,2,1.0
h45,mac_2,reasoning,3,0.0
h45,scope_1,judgment,0,0.0
h45,scope_1,judgment,1,1.0
h45,scope_1,judgment,2,0.0
h45,scope_1,judgment,3,0.0
h45,scope_1,reasoning,0,0.0
h45,scope_1,reasoning,1,0.0
h45,scope_1,reasoning,2,0.0
h45,scope_1,reasoning,3,1.0
h45,scope_1,reasoning,4,0.0
h45,auth_3,judgment,0,1.0
h45,auth_3,judgment,1,0.0
h45,auth_3,judgment,2,0.0
h45,auth_3,judgment,3,0.0
h45,auth_3,reasoning,0,0.56
h45,auth_3,reasoning,1,0.0
h45,auth_3,reasoning,2,0.44
h45,auth_3,reasoning,3,0.0
h45,domain_3,judgment,0,0.6667
h45,domain_3,judgment,1,0.0
h45,domain_3,judgment,2,0.3333
h45,domain_3,judgment,3,0.0
h45,domain_3,reasoning,0,0.3636
h45,domain_3,reasoning,1,0.0
h45,domain_3,reasoning,2,0.6364
h45,domain_3,reasoning,3,0.0
h46,scope_1,judgment,0,0.0
h46,scope_1,judgment,1,1.0
h46,scope_1,judgment,2,0.0
h46,scope_1,judgment,3,0.0
h46,scope_1,reasoning,0,0.0
h46,scope_1,reasoning,1,0.5
h46,scope_1,reasoning,2,0.0
h46,scope_1,reasoning,3,0.5
h46,scope_1,reasoning,4,0.0
h46,auth_2,judgment,0,1.0
h46,auth_2,judgment,1,0.0
h46,auth_2,judgment,2,0.0
h46,auth_2,judgment,3,0.0
h46,auth_2,reasoning,0,0.8475
h46,auth_2,reasoning,1,0.0
h46,auth_2,reasoning,2,0.1525
h46,auth_2,reasoning,3,0.0
h46,auth_2,reasoning,4,0.0
h46,domain_3,judgment,0,0.0
h46,domain_3,judgment,1,0.5806
h46,domain_3,judgment,2,0.4194
h46,domain_3,judgment,3,0.0
h46,domain_3,reasoning,0,0.3824
h46,domain_3,reasoning,1,0.4412
h46,domain_3,reasoning,2,0.1765
h46,domain_3,reasoning,3,0.0
h46,mac_1,judgment,0,0.3333
h46,mac_1,judgment,1,0.3333
h46,mac_1,judgment,2,0.3333
h46,mac_1,judgment,3,0.0
h46,mac_1,reasoning,0,0.2941
h46,mac_1,reasoning,1,0.2941
h46,mac_1,reasoning,2,0.4118
h46,mac_1,reasoning,3,0.0
h47,mac_2,judgment,0,0.0
h47,mac_2,judgment,1,0.6187
h47,mac_2,judgment,2,0.3813
h47,mac_2,judgment,3,0.0
h47,mac_2,reasoning,0,0.2172
h47,mac_2,reasoning,1,0.3937
h47,mac_2,reasoning,2,0.3891
h47,mac_2,reasoning,3,0.0
h47,auth_1,judgment,0,0.4497
h47,auth_1,judgment,1,0.0
h47,auth_1,judgment,2,0.5503
h47,auth_1,judgment,3,0.0
h47,auth_1,reasoning,0,0.5174
h47,auth_1,reasoning,1,0.0814
h47,auth_1,reasoning,2,0.4012
h47,auth_1,reasoning,3,0.0
h47,auth_1,reasoning,4,0.0
h47,scope_3,judgment,0,0.0
h47,scope_3,judgment,1,0.9219
h47,scope_3,judgment,2,0.0781
h47,scope_3,judgment,3,0.0
h47,scope_3,reasoning,0,0.0
